Simulation Duration,Received Current Data,Received Voltage Data,METEOR,Received Humidty Data,Received Wind Speed Data,Received Global Irradiance Data,Up Time,ToCurrent,ToRad,ToHum,ToTemp,ToVoltage,ToWind,wimax,wlan,totalUpload,turbinEthernetDelay,TurbinUploadResponseTime,WCNV,WGEN,WMET,WNAC,WROT,WTOW,WTRF,WTRM,WYAW,WifiYerelUploadTime,wirelessGESDelay,INVERTERAKIMwifiges,INVERTERVOLTAJwifiges,RADYANTISIMAwifiges,RUZGARHIZIwifiges,METEORwifiges,FtpUploadResponseTimesecwifiLoc,WirelessLANDelaysecwifiLoc,TurbinZigBeeApplicationTrafficReceived,TurbinZigBeeApplicationEndtoendDelayseconds,GESYerelZigbee1EndtoendDelayseconds,GESYerelZigBeeApplicationTrafficReceivedbitssec,Senaryo1WimaxDelay,Senaryo1WifiDelay,TrafficReceivedbytessecINVERTERAKIM,TrafficReceivedbytessecINVERTERVOLTAJ,TrafficReceivedbytessecMETEOR,TrafficReceivedbytessecRADYANTISIMA,TrafficReceivedbytessecRUZGARHIZI,TrafficReceivedbytessecWCNV,TrafficReceivedbytessecWGEN,TrafficReceivedbytessecWMET,TrafficReceivedbytessecWNAC,TrafficReceivedbytessecWROT,TrafficReceivedbytessecWTOW,TrafficReceivedbytessecWTRF,TrafficReceivedbytessecWTRM,TrafficReceivedbytessecWYAW,eksen0,eksen1,eksen2,eksen3,eksen4,eksen5,eksen6,eksen7,eksen8,eksen9,eksen10,eksen11,eksen12,eksen13,eksen14,sim1total,Senaryo1uploadResponseTime,Senaryo2UTPEthernet Delay,Senaryo2WimaxDelay,Senaryo2uploadResponseTime,TOTALReceivedAllScenario,fiberdelay,fiberresponse
186,14400,14400,10,2,6,200,0.151337780524,158400,2200,22,22,158400,66,0.044163539652,0.001528553473,0.397110989518,0.000522585883,0.014388627179,15004,14004,8000,11008,12010,2006,8006,12016,6004,0.147005618756,0.027962941128,14400,14400,200,6,10,0.063338534092,0.0063665007,85494,10,12,26641,0.048806769942,0.000405916695,72000,72000,500,1000,30,75020,70020,40000,66048,72060,12036,48036,72096,36024,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1,1.1,1.2,1.3,1.4,1.5,702228,0.474628210831,0.000149938161,0.050550688709,0.422670701381,684460,0.000071670275,0.068062686928
192,14400,14400,10,2,6,200,0.151222404112,158400,2200,22,22,158400,66,0.044163418638,0.001528704801,0.397105474101,0.000522585391,0.014388600596,15004,14004,8000,11008,12010,2006,8006,12016,6004,0.147530358927,0.027866020934,14400,14400,200,6,10,0.208316902876,0.006113039202,84998,101,126,26512,0.048807172915,0.000407040595,72000,72000,500,1000,30,75020,70020,40000,66048,72060,12036,48036,72096,36024,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1,1.1,1.2,1.3,1.4,1.5,702228,0.474487912967,0.000149934577,0.050494158486,0.422885704183,684460,0.000071555512,0.068032670682
198,14400,14400,10,2,6,200,0.151084204236,158400,2200,22,22,158400,66,0.044162719135,0.001528614482,0.397107398625,0.000522585641,0.014388645409,15004,14004,8000,11008,12010,2006,8006,12016,6004,0.146523608336,0.027856634952,14400,14400,200,6,10,0.064441761672,0.006489647074,88165,104,130,28445,0.048808392586,0.000407340396,72000,72000,500,1000,30,75020,70020,40000,66048,72060,12036,48036,72096,36024,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1,1.1,1.2,1.3,1.4,1.5,702228,0.474714364431,0.000149943985,0.050562222532,0.42281223008,684460,0.000071318279,0.068100473457
204,14400,14400,10,2,6,200,0.151284778815,158400,2200,22,22,158400,66,0.044165831188,0.0015278244,0.397092094908,0.000522585012,0.014388611947,15004,14004,8000,11008,12010,2006,8006,12016,6004,0.158104314494,0.028152239016,14400,14400,200,6,10,0.063088541554,0.006375431945,85494,108,136,28380,0.048812324386,0.000406819256,72000,72000,500,1000,30,75020,70020,40000,66048,72060,12036,48036,72096,36024,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1,1.1,1.2,1.3,1.4,1.5,702228,0.474959387654,0.000149931892,0.050621881228,0.423600976646,684460,0.000071244657,0.067998625138
210,14400,14400,10,2,6,200,0.151839426448,158400,2200,22,22,158400,66,0.044164692207,0.001526012741,0.39709764529,0.000522585006,0.014388620926,15004,14004,8000,11008,12010,2006,8006,12016,6004,0.171252093623,0.028304645101,14280,14400,200,6,10,0.064080659678,0.006516408823,87173,111,139,29379,0.048814408491,0.000406716969,72000,72000,500,1000,30,75020,70020,40000,66048,72060,12036,48036,72096,36024,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1,1.1,1.2,1.3,1.4,1.5,702228,0.474952692244,0.000149962926,0.050594210839,0.423231392578,684460,0.00007136181,0.068144253674
216,14400,14400,10,2,6,200,0.152289129357,158400,2200,22,22,158400,66,0.044167472357,0.001525589733,0.397107870193,0.000522584948,0.014388620627,15004,14004,8000,11008,12010,2006,8006,12016,6004,0.168478434084,0.027590181115,14520,14400,200,6,10,0.061472696508,0.006146717799,86715,114,148,26319,0.048815275713,0.000407648557,72000,72000,500,1000,30,75020,70020,40000,66048,72060,12036,48036,72096,36024,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1,1.1,1.2,1.3,1.4,1.5,702228,0.474597961865,0.000149939865,0.050564674646,0.422753824513,684460,0.000071122235,0.068097751556
222,14400,14400,10,2,6,200,0.15220728598,158400,2200,22,22,158400,66,0.044168961619,0.001524983933,0.397123271758,0.000522583823,0.014388622907,15004,14004,8000,11008,12010,2006,8006,12016,6004,0.149179081025,0.028555272922,14400,14400,200,6,10,0.062354626604,0.006320773773,86791,117,16,28638,0.04881668043,0.00040741583,72000,72000,500,1000,30,75020,70020,40000,66048,72060,12036,48036,72096,36024,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1,1.1,1.2,1.3,1.4,1.5,702228,0.474665686639,0.000149936149,0.050551041904,0.422790839757,684460,0.000071487995,0.06809532741
228,14400,14400,10,2,6,200,0.152111013043,158400,2200,22,22,158400,66,0.044169613896,0.00152732542,0.397122889175,0.000522586456,0.014388606024,15004,14004,8000,11008,12010,2006,8006,12016,6004,0.148452641423,0.028387906297,14400,14400,200,6,10,0.062034303984,0.006222745491,87860,120,145,28542,0.048818055246,0.000406841865,72000,72000,500,1000,30,75020,70020,40000,66048,72060,12036,48036,72096,36024,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1,1.1,1.2,1.3,1.4,1.5,702228,0.474979473121,0.000149950332,0.050620956667,0.422966050839,684460,0.000071797659,0.06809974353
234,14400,14400,10,2,6,200,0.15197134415,158400,2200,22,22,158400,66,0.044166250621,0.001526350971,0.397129476706,0.000522585806,0.014388629101,15004,14004,8000,11008,12010,2006,8006,12016,6004,0.146524257343,0.027714497953,14280,14280,200,6,10,0.145198708784,0.006065133731,88891,123,146,25642,0.048817078687,0.000406732348,72000,72000,500,1000,30,75020,70020,40000,66048,72060,12036,48036,72096,36024,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1,1.1,1.2,1.3,1.4,1.5,702228,0.474404020816,0.000149970784,0.050530601602,0.421893266216,684460,0.000071492218,0.068125351277
240,14400,14400,10,2,6,200,0.152644258094,158400,2200,22,22,158400,66,0.044165274089,0.001525816384,0.397132500553,0.000522511554,0.014386879723,15004,14004,8000,11008,12010,2006,8006,12016,6004,0.17956081585,0.028032432665,14520,14520,200,6,10,0.222413649223,0.006225361536,89959,126,145,25481,0.048819097779,0.000406271362,72000,72000,500,1000,30,75020,70020,40000,66048,72060,12036,48036,72096,36024,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1,1.1,1.2,1.3,1.4,1.5,702228,0.474871347491,0.000149919347,0.050597082689,0.423154475501,684460,0.000071345111,0.06816592569
246,14400,14400,10,2,6,200,0.152539234103,158400,2200,22,22,158400,66,0.044166593905,0.001525975241,0.397128146475,0.00052251156,0.014386883954,15004,14004,8000,11008,12010,2006,8006,12016,6004,0.148233250444,0.028258072882,14400,14400,200,6,10,0.06134427319,0.006156144785,87173,130,143,26866,0.048820383867,0.00040595205,72000,72000,500,1000,30,75020,70020,40000,66048,72060,12036,48036,72096,36024,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1,1.1,1.2,1.3,1.4,1.5,702228,0.474584521453,0.000149879015,0.05053668179,0.422787285044,684460,0.000071522951,0.06818535018
252,14400,14400,10,2,6,200,0.152459234194,158400,2200,22,22,158400,66,0.044167943122,0.001526372859,0.397141033347,0.000522511719,0.014386872533,15004,14004,8000,11008,12010,2006,8006,12016,6004,0.149099238019,0.028328037403,14400,14400,200,6,10,0.060903970581,0.005943221373,88471,133,16,25320,0.048820707616,0.000405451738,72000,72000,500,1000,30,75020,70020,40000,66048,72060,12036,48036,72096,36024,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1,1.1,1.2,1.3,1.4,1.5,702228,0.474930328384,0.000149958249,0.050607906879,0.42234287955,684460,0.000071575821,0.068051129226
258,14400,14400,10,2,6,200,0.152387332002,158400,2200,22,22,158400,66,0.044168738671,0.001526014879,0.397154007951,0.000522583996,0.014388611472,15004,14004,8000,11008,12010,2006,8006,12016,6004,0.14929553775,0.028518198682,14400,14400,200,6,10,0.061410198413,0.006047767579,85990,137,160,22775,0.048821456318,0.000405522811,72000,72000,500,1000,30,75020,70020,40000,66048,72060,12036,48036,72096,36024,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1,1.1,1.2,1.3,1.4,1.5,702228,0.474810324001,0.000149944391,0.050563696752,0.422810483667,684460,0.000071584079,0.067936865107
264,14400,14400,10,2,6,200,0.152292274026,158400,2200,22,22,158400,66,0.044167169189,0.001526202608,0.397153827365,0.000522585046,0.01438860092,15004,14004,8000,11008,12010,2006,8006,12016,6004,0.148109723075,0.028186740782,14400,14400,200,6,10,0.187404997167,0.006219906116,84578,140,159,27253,0.048822422472,0.00040528148,72000,72000,500,1000,30,75020,70020,40000,66048,72060,12036,48036,72096,36024,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1,1.1,1.2,1.3,1.4,1.5,702228,0.474354434056,0.000149963197,0.050454971754,0.422729570293,684460,0.000071513154,0.068128432282
270,14400,14400,10,2,6,200,0.152412651153,158400,2200,22,22,158400,66,0.044164003631,0.001527835597,0.397147588117,0.000522586717,0.01438862615,15004,14004,8000,11008,12010,2006,8006,12016,6004,0.157829621868,0.027867678019,14400,14400,200,6,10,0.119956497068,0.00595542644,86524,143,167,24901,0.048822038289,0.000405088218,72000,72000,500,1000,30,75020,70020,40000,66048,72060,12036,48036,72096,36024,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1,1.1,1.2,1.3,1.4,1.5,702228,0.475280225355,0.000149848549,0.05065589249,0.4221451051,684460,0.000071461026,0.068092233098
276,14400,14400,10,2,6,200,0.152377321955,158400,2200,22,22,158400,66,0.04416496876,0.001529870947,0.397158117545,0.000522584906,0.014388635184,15004,14004,8000,11008,12010,2006,8006,12016,6004,0.150752178872,0.02877845255,14400,14400,200,6,10,0.204661861041,0.005976845008,87059,146,174,29862,0.048822023901,0.000405426155,72000,72000,500,1000,30,75020,70020,40000,66048,72060,12036,48036,72096,36024,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1,1.1,1.2,1.3,1.4,1.5,702228,0.474560605956,0.000149892547,0.050492533775,0.422703234933,684460,0.00007166494,0.068246464503
282,14400,14400,10,2,6,200,0.152496833061,158400,2200,22,22,158400,66,0.044163633128,0.00152893943,0.397146499539,0.000522584848,0.014388600663,15004,14004,8000,11008,12010,2006,8006,12016,6004,0.158113855019,0.028096014888,14400,14280,200,6,10,0.061524434874,0.006111075007,85875,149,182,27414,0.048822167512,0.000405852714,72000,72000,500,1000,30,75020,70020,40000,66048,72060,12036,48036,72096,36024,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1,1.1,1.2,1.3,1.4,1.5,702228,0.47465626536,0.000149892853,0.050554937971,0.422820220081,684460,0.000071406629,0.068212472447
288,14400,14400,10,2,6,200,0.152653744708,158400,2200,22,22,158400,66,0.04416184286,0.001528428868,0.397155227898,0.000522586223,0.01438864565,15004,14004,8000,11008,12010,2006,8006,12016,6004,0.160185503773,0.028398787787,14400,14520,200,6,10,0.127200405373,0.006221849316,87478,153,184,24901,0.048822155495,0.000405817688,72000,72000,500,1000,30,75020,70020,40000,66048,72060,12036,48036,72096,36024,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1,1.1,1.2,1.3,1.4,1.5,702228,0.474812625533,0.000149930547,0.050557173117,0.422525459151,684460,0.000071288645,0.068118764259
294,14400,14400,10,2,6,200,0.152626987724,158400,2200,22,22,158400,66,0.044164235416,0.001529002802,0.397155163713,0.00052251172,0.014386879121,15004,14004,8000,11008,12010,2006,8006,12016,6004,0.151315895516,0.028893092174,14400,14400,200,6,10,0.124983604826,0.00568611477,88509,16,188,24869,0.048823118788,0.000405878512,72000,72000,500,1000,30,75020,70020,40000,66048,72060,12036,48036,72096,36024,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1,1.1,1.2,1.3,1.4,1.5,702228,0.474689897063,0.000149917204,0.050531138787,0.422915498381,684460,0.000071407651,0.068096247299
300,14400,14400,10,2,6,200,0.15253172586,158400,2200,22,22,158400,66,0.044165922246,0.001529471675,0.397157722543,0.000522511565,0.014386877319,15004,14004,8000,11008,12010,2006,8006,12016,6004,0.147768632644,0.028024694125,14400,14400,200,6,10,0.326659742037,0.005907699569,85875,159,193,24579,0.048823042597,0.000406186805,72000,72000,500,1000,30,75020,70020,40000,66048,72060,12036,48036,72096,36024,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1,1.1,1.2,1.3,1.4,1.5,702228,0.474787603825,0.000149932302,0.050565348291,0.422525657023,684460,0.000071593723,0.067993296142
306,14400,14400,10,2,6,200,0.152435314051,158400,2200,22,22,158400,66,0.044166301065,0.001529722811,0.397163448374,0.000522585244,0.014388638276,15004,14004,8000,11008,12010,2006,8006,12016,6004,0.147518311789,0.027910681572,14400,14400,200,6,10,0.06182217499,0.006192643697,86066,163,202,25739,0.04882304123,0.000406620542,72000,72000,500,1000,30,75020,70020,40000,66048,72060,12036,48036,72096,36024,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1,1.1,1.2,1.3,1.4,1.5,702228,0.474578889566,0.000149962491,0.050536151298,0.422729039474,684460,0.000071556794,0.068030207565
312,14400,14400,10,2,6,200,0.152358565395,158400,2200,22,22,158400,66,0.044164868752,0.001530620884,0.397148320649,0.000522512195,0.014386883259,15004,14004,8000,11008,12010,2006,8006,12016,6004,0.148367635314,0.027827330577,14400,14400,200,6,10,0.062255569187,0.006315162756,87669,165,21,29089,0.048824348851,0.000406381464,72000,72000,500,1000,30,75020,70020,40000,66048,72060,12036,48036,72096,36024,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1,1.1,1.2,1.3,1.4,1.5,702228,0.474633227283,0.000149909948,0.050537959759,0.423178461955,684460,0.000071685339,0.067941702823
318,14400,14400,10,2,6,200,0.152304619773,158400,2200,22,22,158400,66,0.044163999448,0.001530019483,0.397154080021,0.000522584615,0.01438865203,15004,14004,8000,11008,12010,2006,8006,12016,6004,0.14944550179,0.028260293425,14400,14400,200,6,10,0.062982138315,0.006165451795,85837,169,210,26383,0.048824784061,0.00040611606,72000,72000,500,1000,30,75020,70020,40000,66048,72060,12036,48036,72096,36024,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1,1.1,1.2,1.3,1.4,1.5,702228,0.474695490002,0.000149973227,0.050555372941,0.422509641539,684460,0.00007116628,0.068148901032
324,14400,14400,10,2,6,200,0.152228566757,158400,2200,22,22,158400,66,0.044162632303,0.001530576745,0.397155915257,0.000522586528,0.01438865186,15004,14004,8000,11008,12010,2006,8006,12016,6004,0.1481217039,0.027698376219,14400,14400,200,6,10,0.063303155436,0.006385442423,85303,173,214,29959,0.048825626591,0.000406057643,72000,72000,500,1000,30,75020,70020,40000,66048,72060,12036,48036,72096,36024,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1,1.1,1.2,1.3,1.4,1.5,702228,0.47463382811,0.000149904812,0.050524371529,0.422989076,684460,0.000071818494,0.068024866904
330,14400,14400,10,2,6,200,0.152350090092,158400,2200,22,22,158400,66,0.044160019691,0.001531159619,0.397154789543,0.000522585803,0.01438863387,15004,14004,8000,11008,12010,2006,8006,12016,6004,0.159033873518,0.027716267476,14400,14400,200,6,10,0.061166987499,0.006104064504,89807,18,223,29218,0.048825974271,0.000406260848,72000,72000,500,1000,30,75020,70020,40000,66048,72060,12036,48036,72096,36024,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1,1.1,1.2,1.3,1.4,1.5,702228,0.474701569791,0.000149897492,0.05053815328,0.422835528549,684460,0.000071598081,0.068095578015
336,14400,14400,10,2,6,200,0.152305624779,158400,2200,22,22,158400,66,0.044161231243,0.001532700748,0.397161073501,0.000522585227,0.014388655811,15004,14004,8000,11008,12010,2006,8006,12016,6004,0.149815567227,0.028650394119,14400,14400,200,6,10,0.127790252625,0.006432715602,85112,179,228,22034,0.04882553233,0.000406477273,72000,72000,500,1000,30,75020,70020,40000,66048,72060,12036,48036,72096,36024,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1,1.1,1.2,1.3,1.4,1.5,702228,0.474218215573,0.000149990957,0.05049717342,0.422331840262,684460,0.000071581206,0.068014825846
342,14400,14400,10,2,6,200,0.152211589079,158400,2200,22,22,158400,66,0.044159854476,0.001533068013,0.397160342499,0.000522511152,0.014386848666,15004,14004,8000,11008,12010,2006,8006,12016,6004,0.146851554184,0.027860507685,14400,14400,200,6,10,0.285665054802,0.005938308432,89120,182,231,27640,0.048826326957,0.000406359942,72000,72000,500,1000,30,75020,70020,40000,66048,72060,12036,48036,72096,36024,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1,1.1,1.2,1.3,1.4,1.5,702228,0.474930937185,0.000149858233,0.050589354085,0.422907258838,684460,0.000071709221,0.068064475156
348,14400,14400,10,2,6,200,0.152152752449,158400,2200,22,22,158400,66,0.044158630709,0.001534201652,0.397155634615,0.000522511656,0.014386895632,15004,14004,8000,11008,12010,2006,8006,12016,6004,0.148740227931,0.027844927926,14280,14400,200,6,10,0.266981245333,0.005796960162,85227,186,237,27092,0.048826536427,0.000406565343,72000,72000,500,1000,30,75020,70020,40000,66048,72060,12036,48036,72096,36024,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1,1.1,1.2,1.3,1.4,1.5,702228,0.474795380728,0.000149924089,0.050582183397,0.422677716275,684460,0.000071502237,0.068035737283
354,14400,14400,10,2,6,200,0.15232080755,158400,2200,22,22,158400,66,0.044159018452,0.001534289405,0.397156588381,0.000522512384,0.014386872026,15004,14004,8000,11008,12010,2006,8006,12016,6004,0.1622360585,0.029334504348,14520,14400,200,6,10,0.127145601312,0.006167644853,88738,188,25,25610,0.048826555121,0.000406678268,72000,72000,500,1000,30,75020,70020,40000,66048,72060,12036,48036,72096,36024,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1,1.1,1.2,1.3,1.4,1.5,702228,0.474720434889,0.000149966025,0.050577656909,0.422461511844,684460,0.000071513653,0.068078697548
360,14400,14400,10,2,6,200,0.1522269818,158400,2200,22,22,158400,66,0.044159620045,0.001533893046,0.397140094018,0.000522511338,0.014386884814,15004,14004,8000,11008,12010,2006,8006,12016,6004,0.146597436779,0.027841598728,14400,14280,200,6,10,0.142104003736,0.005904914863,89349,191,253,26931,0.048827244593,0.000406603371,72000,72000,500,1000,30,75020,70020,40000,66048,72060,12036,48036,72096,36024,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1,1.1,1.2,1.3,1.4,1.5,702228,0.475047260844,0.00014988817,0.050563751905,0.422989153374,684460,0.000071224523,0.068047201255
366,14400,14400,10,2,6,200,0.152357114844,158400,2200,22,22,158400,66,0.044161082228,0.001533182843,0.397144185693,0.000522439741,0.014385141049,15004,14004,8000,11008,12010,2006,8006,12016,6004,0.160295230536,0.028572647698,14400,14520,200,6,10,0.060750282236,0.006133264294,85990,20,254,26512,0.048827393705,0.000406419153,72000,72000,500,1000,30,75020,70020,40000,66048,72060,12036,48036,72096,36024,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1,1.1,1.2,1.3,1.4,1.5,702228,0.474592453998,0.000149981259,0.050547144025,0.422620023943,684460,0.000071502395,0.068235390978
372,14400,14400,10,2,6,200,0.15228933413,158400,2200,22,22,158400,66,0.044160245006,0.001532334057,0.397153800133,0.000522511292,0.014386864461,15004,14004,8000,11008,12010,2006,8006,12016,6004,0.148086929882,0.028238829236,14400,14400,200,6,10,0.203706103347,0.006140846006,87173,198,258,28767,0.048827489275,0.000406234688,72000,72000,500,1000,30,75020,70020,40000,66048,72060,12036,48036,72096,36024,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1,1.1,1.2,1.3,1.4,1.5,702228,0.474536555853,0.000149952306,0.050537137402,0.422563483436,684460,0.000071567013,0.068081738882
378,14400,14400,10,2,6,200,0.152361458233,158400,2200,22,22,158400,66,0.044159714612,0.001531948699,0.397150602652,0.000522584805,0.014388606304,15004,14004,8000,11008,12010,2006,8006,12016,6004,0.15690527672,0.027923843472,14400,14400,200,6,10,0.128699854833,0.005777875247,88089,21,27,27382,0.048828106409,0.000406482353,72000,72000,500,1000,30,75020,70020,40000,66048,72060,12036,48036,72096,36024,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1,1.1,1.2,1.3,1.4,1.5,702228,0.474724486772,0.000149971231,0.050557819759,0.422901565619,684460,0.000071535919,0.068125145819
384,14400,14400,10,2,6,200,0.152306795677,158400,2200,22,22,158400,66,0.04415888137,0.001532515516,0.39715512389,0.000522584456,0.014388605671,15004,14004,8000,11008,12010,2006,8006,12016,6004,0.14880839211,0.02823321693,14400,14400,200,6,10,0.315549458456,0.005720714774,87288,204,272,28026,0.048828596131,0.000406733375,72000,72000,500,1000,30,75020,70020,40000,66048,72060,12036,48036,72096,36024,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1,1.1,1.2,1.3,1.4,1.5,702228,0.474795763422,0.000149944593,0.050612397412,0.422998239331,684460,0.000071637089,0.068152729439
