Simulation Duration,Received Current Data,Received Voltage Data,METEOR,Received Humidty Data,Received Wind Speed Data,Received Global Irradiance Data,Up Time,ToCurrent,ToRad,ToHum,ToTemp,ToVoltage,ToWind,wimax,wlan,totalUpload,turbinEthernetDelay,TurbinUploadResponseTime,WCNV,WGEN,WMET,WNAC,WROT,WTOW,WTRF,WTRM,WYAW,WifiYerelUploadTime,wirelessGESDelay,INVERTERAKIMwifiges,INVERTERVOLTAJwifiges,RADYANTISIMAwifiges,RUZGARHIZIwifiges,METEORwifiges,FtpUploadResponseTimesecwifiLoc,WirelessLANDelaysecwifiLoc,TurbinZigBeeApplicationTrafficReceived,TurbinZigBeeApplicationEndtoendDelayseconds,GESYerelZigbee1EndtoendDelayseconds,GESYerelZigBeeApplicationTrafficReceivedbitssec,Senaryo1WimaxDelay,Senaryo1WifiDelay,TrafficReceivedbytessecINVERTERAKIM,TrafficReceivedbytessecINVERTERVOLTAJ,TrafficReceivedbytessecMETEOR,TrafficReceivedbytessecRADYANTISIMA,TrafficReceivedbytessecRUZGARHIZI,TrafficReceivedbytessecWCNV,TrafficReceivedbytessecWGEN,TrafficReceivedbytessecWMET,TrafficReceivedbytessecWNAC,TrafficReceivedbytessecWROT,TrafficReceivedbytessecWTOW,TrafficReceivedbytessecWTRF,TrafficReceivedbytessecWTRM,TrafficReceivedbytessecWYAW,eksen0,eksen1,eksen2,eksen3,eksen4,eksen5,eksen6,eksen7,eksen8,eksen9,eksen10,eksen11,eksen12,eksen13,eksen14,sim1total,Senaryo1uploadResponseTime,Senaryo2UTPEthernet Delay,Senaryo2WimaxDelay,Senaryo2uploadResponseTime,TOTALReceivedAllScenario,fiberdelay,fiberresponse
390,14400,14400,10,2,6,200,0.152269326489,158400,2200,22,22,158400,66,0.04416001458,0.00153382559,0.397159702392,0.00052258635,0.014388607788,15004,14004,8000,11008,12010,2006,8006,12016,6004,0.149833829217,0.02863979058,14400,14400,200,6,10,0.126604434082,0.006089014229,86410,207,278,24998,0.048828341364,0.000406820874,72000,72000,500,1000,30,75020,70020,40000,66048,72060,12036,48036,72096,36024,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1,1.1,1.2,1.3,1.4,1.5,702228,0.474960092101,0.000149920976,0.050612696163,0.42240527161,684460,0.000071504512,0.068082403223
396,14400,14400,10,2,6,200,0.152235763085,158400,2200,22,22,158400,66,0.044159910774,0.001534061089,0.397161248874,0.000522585071,0.01438860269,15004,14004,8000,11008,12010,2006,8006,12016,6004,0.150020578462,0.028487804415,14400,14400,200,6,10,0.063367884348,0.006252850398,89959,210,285,24160,0.048828502487,0.000406753988,72000,72000,500,1000,30,75020,70020,40000,66048,72060,12036,48036,72096,36024,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1,1.1,1.2,1.3,1.4,1.5,702228,0.474342630481,0.000149943318,0.050449554573,0.422624985843,684460,0.000071258429,0.068046332061
402,14400,14400,10,2,6,200,0.152149482822,158400,2200,22,22,158400,66,0.044162154218,0.001533779531,0.397167499167,0.000522585496,0.014388602704,15004,14004,8000,11008,12010,2006,8006,12016,6004,0.146368705163,0.027916091202,14400,14400,200,6,10,0.12556137836,0.005969552725,87097,215,285,22614,0.048828157817,0.000407087307,72000,72000,500,1000,30,75020,70020,40000,66048,72060,12036,48036,72096,36024,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1,1.1,1.2,1.3,1.4,1.5,702228,0.474511479709,0.000149925979,0.050488134116,0.422621469113,684460,0.00007095245,0.068114269902
408,14400,14400,10,2,6,200,0.152074306561,158400,2200,22,22,158400,66,0.044159739402,0.001535212415,0.397171727262,0.000522511375,0.014386894636,15004,14004,8000,11008,12010,2006,8006,12016,6004,0.14696232083,0.027933814397,14400,14400,200,6,10,0.121474772857,0.006318927842,87364,217,294,30056,0.048828384361,0.000407173422,72000,72000,500,1000,30,75020,70020,40000,66048,72060,12036,48036,72096,36024,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1,1.1,1.2,1.3,1.4,1.5,702228,0.474535495574,0.000149939413,0.050522634035,0.422668114729,684460,0.000071560227,0.068147809712
414,14400,14400,10,2,6,200,0.152145983102,158400,2200,22,22,158400,66,0.044161693075,0.00153522735,0.397169635469,0.000522511265,0.014386862262,15004,14004,8000,11008,12010,2006,8006,12016,6004,0.157091664424,0.028140098547,14400,14400,200,6,10,0.31182823676,0.006136914475,88089,22,296,25127,0.048829030865,0.000406977547,72000,72000,500,1000,30,75020,70020,40000,66048,72060,12036,48036,72096,36024,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1,1.1,1.2,1.3,1.4,1.5,702228,0.474821504696,0.00014985334,0.050573167349,0.422974426827,684460,0.000071455693,0.068046809716
420,14400,14400,10,2,6,200,0.152378775849,158400,2200,22,22,158400,66,0.044161898339,0.001535498172,0.39715746486,0.00052251284,0.014386883821,15004,14004,8000,11008,12010,2006,8006,12016,6004,0.168674268176,0.028011050307,14280,14400,200,6,10,0.062035117989,0.006112060541,87135,224,300,25224,0.048829360426,0.000406973133,72000,72000,500,1000,30,75020,70020,40000,66048,72060,12036,48036,72096,36024,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1,1.1,1.2,1.3,1.4,1.5,702228,0.474702072449,0.000149942039,0.05054814408,0.422752085403,684460,0.000071595667,0.06807404741
426,14400,14400,10,2,6,200,0.152488237118,158400,2200,22,22,158400,66,0.044160539187,0.001534384464,0.397145202314,0.000522511418,0.014386875853,15004,14004,8000,11008,12010,2006,8006,12016,6004,0.160259987172,0.028424582948,14520,14400,200,6,10,0.125168949159,0.006113988177,87631,227,306,25675,0.048828913053,0.000407084268,72000,72000,500,1000,30,75020,70020,40000,66048,72060,12036,48036,72096,36024,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1,1.1,1.2,1.3,1.4,1.5,702228,0.475002156803,0.000149958711,0.050630767983,0.42241084867,684460,0.000071450859,0.06808462736
432,14400,14400,10,2,6,200,0.152391437734,158400,2200,22,22,158400,66,0.044160678375,0.001534212846,0.397158421564,0.000522586176,0.014388624009,15004,14004,8000,11008,12010,2006,8006,12016,6004,0.145421882144,0.027708688901,14400,14400,200,6,10,0.062089476356,0.006073923993,86028,24,310,25964,0.048829864887,0.000406974881,72000,72000,500,1000,30,75020,70020,40000,66048,72060,12036,48036,72096,36024,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1,1.1,1.2,1.3,1.4,1.5,702228,0.475103149062,0.000149868627,0.050579414773,0.42307533084,684460,0.000071699184,0.068177858923
438,14400,14400,10,2,6,200,0.152395269409,158400,2200,22,22,158400,66,0.044159611761,0.001535109819,0.397162881515,0.000522586566,0.014388623541,15004,14004,8000,11008,12010,2006,8006,12016,6004,0.152674981615,0.028967516835,14400,14400,200,6,10,0.062136400268,0.006220315607,88204,233,319,24644,0.048829811034,0.000407707114,72000,72000,500,1000,30,75020,70020,40000,66048,72060,12036,48036,72096,36024,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1,1.1,1.2,1.3,1.4,1.5,702228,0.474551207363,0.000150017692,0.050567416185,0.422922854158,684460,0.000071579254,0.068122036938
444,14400,14400,10,2,6,200,0.152335092868,158400,2200,22,22,158400,66,0.04415940797,0.001535345511,0.397166833672,0.00052258751,0.014388614386,15004,14004,8000,11008,12010,2006,8006,12016,6004,0.147882028877,0.028383550454,14400,14400,200,6,10,0.063952761901,0.006454033235,86562,236,324,27543,0.048830176374,0.0004077515,72000,72000,500,1000,30,75020,70020,40000,66048,72060,12036,48036,72096,36024,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1,1.1,1.2,1.3,1.4,1.5,702228,0.47449811574,0.000149870914,0.05049270803,0.422730533231,684460,0.000071453282,0.068020236425
450,14400,14400,10,2,6,200,0.152288704908,158400,2200,22,22,158400,66,0.044158424243,0.001534251437,0.397170574936,0.000522585873,0.014388636884,15004,14004,8000,11008,12010,2006,8006,12016,6004,0.148809607932,0.028543516273,14400,14400,200,6,10,0.062105374926,0.006156840673,87746,240,330,27736,0.048830041533,0.000407701136,72000,72000,500,1000,30,75020,70020,40000,66048,72060,12036,48036,72096,36024,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1,1.1,1.2,1.3,1.4,1.5,702228,0.474684419606,0.000149953959,0.050521088232,0.422441540198,684460,0.000071585224,0.068007418855
456,14400,14400,10,2,6,200,0.152243688619,158400,2200,22,22,158400,66,0.044157322786,0.001533739462,0.397163860744,0.000522511517,0.014386868819,15004,14004,8000,11008,12010,2006,8006,12016,6004,0.148822450609,0.028335387895,14400,14280,200,6,10,0.060995808243,0.00603481351,88013,243,340,27446,0.048830672904,0.000407503634,72000,72000,500,1000,30,75020,70020,40000,66048,72060,12036,48036,72096,36024,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1,1.1,1.2,1.3,1.4,1.5,702228,0.474594230597,0.000149933559,0.050546521452,0.422877302589,684460,0.000071291675,0.068128532907
462,14400,14400,10,2,6,200,0.152334181086,158400,2200,22,22,158400,66,0.044156772936,0.001533964722,0.397159701563,0.000522585757,0.014388611885,15004,14004,8000,11008,12010,2006,8006,12016,6004,0.159302101041,0.02808510826,14400,14520,200,6,10,0.063256348583,0.006059106468,88165,246,338,27382,0.048830630843,0.000407901711,72000,72000,500,1000,30,75020,70020,40000,66048,72060,12036,48036,72096,36024,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1,1.1,1.2,1.3,1.4,1.5,702228,0.475151485015,0.000149955702,0.050622676785,0.422767034829,684460,0.000071198167,0.068158351819
468,14400,14400,10,2,6,200,0.152428038537,158400,2200,22,22,158400,66,0.044158287979,0.001534482153,0.39716451036,0.000522585572,0.014388617597,15004,14004,8000,11008,12010,2006,8006,12016,6004,0.159748919771,0.028666721524,14400,14400,200,6,10,0.061599361104,0.006165976225,86715,250,348,25900,0.04883086504,0.000407949747,72000,72000,500,1000,30,75020,70020,40000,66048,72060,12036,48036,72096,36024,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1,1.1,1.2,1.3,1.4,1.5,702228,0.474755497467,0.000150026603,0.050568013632,0.422816674884,684460,0.000071726466,0.067957774589
474,14400,14400,10,2,6,200,0.152388914816,158400,2200,22,22,158400,66,0.04415888179,0.001533986349,0.397165514981,0.000522584622,0.014388608521,15004,14004,8000,11008,12010,2006,8006,12016,6004,0.149298140843,0.028020877583,14400,14400,200,6,10,0.142709653756,0.006071204267,87707,252,1,24418,0.048830821646,0.000407974591,72000,72000,500,1000,30,75020,70020,40000,66048,72060,12036,48036,72096,36024,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1,1.1,1.2,1.3,1.4,1.5,702228,0.474834153558,0.000149939579,0.050623487211,0.422359827758,684460,0.000071473027,0.068210368594
480,14400,14400,10,2,6,200,0.15234677188,158400,2200,22,22,158400,66,0.044160307841,0.001533784837,0.397168049551,0.000522584567,0.014388613611,15004,14004,8000,11008,12010,2006,8006,12016,6004,0.148975336944,0.028098347335,14400,14400,200,6,10,0.125127825161,0.006317362424,86410,256,352,24322,0.048830537205,0.000408276819,72000,72000,500,1000,30,75020,70020,40000,66048,72060,12036,48036,72096,36024,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1,1.1,1.2,1.3,1.4,1.5,702228,0.474739266854,0.000149970966,0.050556117145,0.422679723897,684460,0.000071466934,0.06807364121
486,14400,14400,10,2,6,200,0.152390416144,158400,2200,22,22,158400,66,0.044161482036,0.001534536324,0.39717449265,0.000522585913,0.014388628624,15004,14004,8000,11008,12010,2006,8006,12016,6004,0.155925601555,0.027521475941,14400,14400,200,6,10,0.062780501104,0.006304764413,87555,259,359,29443,0.048831160422,0.000408191004,72000,72000,500,1000,30,75020,70020,40000,66048,72060,12036,48036,72096,36024,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1,1.1,1.2,1.3,1.4,1.5,702228,0.474776001744,0.000149887549,0.050577509108,0.42319558499,684460,0.000071556928,0.068063062495
492,14400,14400,10,2,6,200,0.152477596283,158400,2200,22,22,158400,66,0.044159709728,0.001535788998,0.397177380703,0.00052258531,0.014388631533,15004,14004,8000,11008,12010,2006,8006,12016,6004,0.159626367724,0.028028080185,14400,14400,200,6,10,0.063459989539,0.006208794344,87249,262,371,26126,0.048830754314,0.000408354444,72000,72000,500,1000,30,75020,70020,40000,66048,72060,12036,48036,72096,36024,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1,1.1,1.2,1.3,1.4,1.5,702228,0.474853212983,0.000149938459,0.05057495935,0.42232518969,684460,0.000071442042,0.068116732143
498,14400,14400,10,2,6,200,0.152430786846,158400,2200,22,22,158400,66,0.044157916103,0.001536942676,0.397173568097,0.00052258495,0.014388619799,15004,14004,8000,11008,12010,2006,8006,12016,6004,0.148545603554,0.028244696875,14400,14400,200,6,10,0.06138376357,0.006122819497,85837,266,372,25964,0.048831169825,0.000408085866,72000,72000,500,1000,30,75020,70020,40000,66048,72060,12036,48036,72096,36024,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1,1.1,1.2,1.3,1.4,1.5,702228,0.474637426062,0.000149936921,0.050532225238,0.422581469161,684460,0.000071227774,0.068133402995
504,14400,14400,10,2,6,200,0.15241303242,158400,2200,22,22,158400,66,0.044158326126,0.001536948025,0.39717906252,0.000522512022,0.014386883872,15004,14004,8000,11008,12010,2006,8006,12016,6004,0.150921660634,0.028757448573,14400,14280,200,6,10,0.062070333241,0.006161203149,87898,269,38,27027,0.048831453389,0.000407860361,72000,72000,500,1000,30,75020,70020,40000,66048,72060,12036,48036,72096,36024,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1,1.1,1.2,1.3,1.4,1.5,702228,0.474606683237,0.000149964831,0.050545847028,0.422676070752,684460,0.000071783651,0.068024266363
510,14400,14400,10,2,6,200,0.152502199168,158400,2200,22,22,158400,66,0.044159252835,0.001538064104,0.397181042152,0.000522510276,0.014386873543,15004,14004,8000,11008,12010,2006,8006,12016,6004,0.160081372727,0.02854565495,14400,14520,200,6,10,0.060942423205,0.006016902558,86677,273,384,23420,0.04883189966,0.000407727464,72000,72000,500,1000,30,75020,70020,40000,66048,72060,12036,48036,72096,36024,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1,1.1,1.2,1.3,1.4,1.5,702228,0.474623584675,0.000149936052,0.050519251788,0.422776958929,684460,0.000071584236,0.068073797715
516,14400,14400,10,2,6,200,0.152464937691,158400,2200,22,22,158400,66,0.044159282894,0.001537549908,0.397181753985,0.000522511828,0.01438688149,15004,14004,8000,11008,12010,2006,8006,12016,6004,0.14926045072,0.028297978044,14400,14400,200,6,10,0.062893316856,0.006246990233,84120,276,392,24547,0.048832707063,0.00040754231,72000,72000,500,1000,30,75020,70020,40000,66048,72060,12036,48036,72096,36024,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1,1.1,1.2,1.3,1.4,1.5,702228,0.474695063356,0.000149994819,0.05055976295,0.423094679362,684460,0.000071636482,0.068087195566
522,14400,14400,10,2,6,200,0.152533140907,158400,2200,22,22,158400,66,0.044159459835,0.001537394465,0.397185401878,0.000522512014,0.014386863532,15004,14004,8000,11008,12010,2006,8006,12016,6004,0.158466820666,0.028760275605,14400,14400,200,6,10,0.062606191381,0.006122196198,86562,279,399,26061,0.048832287811,0.000407651493,72000,72000,500,1000,30,75020,70020,40000,66048,72060,12036,48036,72096,36024,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1,1.1,1.2,1.3,1.4,1.5,702228,0.474458148927,0.000149900259,0.050490514987,0.422393641076,684460,0.000071179439,0.068089357191
528,14400,14400,10,2,6,200,0.152459066443,158400,2200,22,22,158400,66,0.044158748072,0.001536789448,0.397173749026,0.000522439646,0.014385146422,15004,14004,8000,11008,12010,2006,8006,12016,6004,0.145940513626,0.02769653633,14400,14400,200,6,10,0.064111825069,0.006345524358,85914,282,401,29605,0.048833014741,0.000407458629,72000,72000,500,1000,30,75020,70020,40000,66048,72060,12036,48036,72096,36024,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1,1.1,1.2,1.3,1.4,1.5,702228,0.474626333794,0.000149944427,0.050541628653,0.423121631886,684460,0.000071266729,0.068106313952
534,14400,14400,10,2,6,200,0.152412377889,158400,2200,22,22,158400,66,0.04415992293,0.001537238833,0.397182541014,0.000522513081,0.014386869257,15004,14004,8000,11008,12010,2006,8006,12016,6004,0.14825709652,0.028211329224,14400,14280,200,6,10,0.061879969655,0.006285959056,85723,285,406,30474,0.048833396661,0.000407417363,72000,72000,500,1000,30,75020,70020,40000,66048,72060,12036,48036,72096,36024,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1,1.1,1.2,1.3,1.4,1.5,702228,0.47480355651,0.000149920947,0.050533209527,0.422975111548,684460,0.000071425411,0.068113174421
540,14400,14400,10,2,6,200,0.152578783775,158400,2200,22,22,158400,66,0.044160256469,0.001537800127,0.39719166483,0.000522587544,0.014388647082,15004,14004,8000,11008,12010,2006,8006,12016,6004,0.167555313584,0.027769960742,14400,14520,200,6,10,0.145261781806,0.006304009678,87593,288,398,29089,0.048833253009,0.000407366212,72000,72000,500,1000,30,75020,70020,40000,66048,72060,12036,48036,72096,36024,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1,1.1,1.2,1.3,1.4,1.5,702228,0.474460618802,0.000149962597,0.050525679856,0.422502790032,684460,0.000071213527,0.068164810096
546,14400,14400,10,2,6,200,0.15253979538,158400,2200,22,22,158400,66,0.044158639939,0.001537933217,0.397193567106,0.000522586353,0.014388628986,15004,14004,8000,11008,12010,2006,8006,12016,6004,0.148991851424,0.028262636068,14400,14400,200,6,10,0.062854434207,0.006325418308,84311,292,383,28928,0.048833801425,0.000407572376,72000,72000,500,1000,30,75020,70020,40000,66048,72060,12036,48036,72096,36024,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1,1.1,1.2,1.3,1.4,1.5,702228,0.474713319041,0.000149925701,0.050536977993,0.423386704375,684460,0.000071548908,0.067953886785
552,14400,14400,10,2,6,200,0.152480793361,158400,2200,22,22,158400,66,0.04415862157,0.001537604258,0.397186367129,0.000522512146,0.014386871829,15004,14004,8000,11008,12010,2006,8006,12016,6004,0.147052607548,0.027775430786,14400,14400,200,6,10,0.063606729281,0.006428462975,89081,295,396,26319,0.048833807141,0.000407405464,72000,72000,500,1000,30,75020,70020,40000,66048,72060,12036,48036,72096,36024,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1,1.1,1.2,1.3,1.4,1.5,702228,0.474473322648,0.00014991598,0.050506756213,0.422534678653,684460,0.000071391179,0.068078994782
558,14400,14400,10,2,6,200,0.152431694211,158400,2200,22,22,158400,66,0.044157995396,0.00153782016,0.397190440687,0.000522585099,0.014388619807,15004,14004,8000,11008,12010,2006,8006,12016,6004,0.147865473344,0.027988300927,14400,14400,200,6,10,0.062407041451,0.006191264953,89158,298,405,25449,0.048834317256,0.000407416779,72000,72000,500,1000,30,75020,70020,40000,66048,72060,12036,48036,72096,36024,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1,1.1,1.2,1.3,1.4,1.5,702228,0.474844013154,0.000149961109,0.050628813444,0.423090495701,684460,0.000071707504,0.068083192774
564,14400,14400,10,2,6,200,0.15238341228,158400,2200,22,22,158400,66,0.044159016879,0.001539923699,0.397192437786,0.000522586262,0.014388629172,15004,14004,8000,11008,12010,2006,8006,12016,6004,0.147844910752,0.02801931532,14400,14400,200,6,10,0.062061249968,0.006154101971,86219,302,408,27060,0.048834323887,0.00040731356,72000,72000,500,1000,30,75020,70020,40000,66048,72060,12036,48036,72096,36024,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1,1.1,1.2,1.3,1.4,1.5,702228,0.475154998954,0.000149910599,0.050620742054,0.422599856367,684460,0.000071180626,0.068029170179
570,14400,14400,10,2,6,200,0.152351092904,158400,2200,22,22,158400,66,0.044159092849,0.001539785981,0.397190959775,0.00052258445,0.014388630159,15004,14004,8000,11008,12010,2006,8006,12016,6004,0.149280752114,0.028438177266,14400,14400,200,6,10,0.063935325169,0.006440432258,86257,304,408,29637,0.048834250516,0.000407048982,72000,72000,500,1000,30,75020,70020,40000,66048,72060,12036,48036,72096,36024,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1,1.1,1.2,1.3,1.4,1.5,702228,0.474563222581,0.000149906238,0.050544865328,0.422517355953,684460,0.000071466401,0.068173333666
576,14400,14400,10,2,6,200,0.152432591993,158400,2200,22,22,158400,66,0.044157959337,0.001539678642,0.397178865302,0.000522512356,0.014386892999,15004,14004,8000,11008,12010,2006,8006,12016,6004,0.160256504571,0.028355619787,14400,14400,200,6,10,0.065119674116,0.006626411874,87135,308,415,30152,0.048833880077,0.000407114012,72000,72000,500,1000,30,75020,70020,40000,66048,72060,12036,48036,72096,36024,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1,1.1,1.2,1.3,1.4,1.5,702228,0.474424104423,0.000149970934,0.050484000094,0.422318497514,684460,0.000071414762,0.068143326345
582,14400,14400,10,2,6,200,0.152423531291,158400,2200,22,22,158400,66,0.04415807564,0.0015395117,0.397176851462,0.000522584674,0.014388620139,15004,14004,8000,11008,12010,2006,8006,12016,6004,0.15154464318,0.028792370471,14400,14400,200,6,10,0.142928418486,0.006002699688,87364,311,419,27962,0.048833847776,0.000407216117,72000,72000,500,1000,30,75020,70020,40000,66048,72060,12036,48036,72096,36024,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1,1.1,1.2,1.3,1.4,1.5,702228,0.474954397591,0.000149946201,0.050590802404,0.422694803294,684460,0.000071197718,0.068080727245
588,14400,14400,10,2,6,200,0.152392011695,158400,2200,22,22,158400,66,0.044158870415,0.001538869073,0.397177584867,0.00052258486,0.014388643444,15004,14004,8000,11008,12010,2006,8006,12016,6004,0.14930309129,0.028288043094,14400,14400,200,6,10,0.062384291467,0.006235177965,87288,314,418,25868,0.048833934438,0.000407103442,72000,72000,500,1000,30,75020,70020,40000,66048,72060,12036,48036,72096,36024,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1,1.1,1.2,1.3,1.4,1.5,702228,0.474312951066,0.000149954469,0.050493327576,0.422591246127,684460,0.000071583015,0.068061809978
594,14400,14400,10,2,6,200,0.152457364128,158400,2200,22,22,158400,66,0.044158642696,0.001539330771,0.397183999557,0.000522584549,0.01438862307,15004,14004,8000,11008,12010,2006,8006,12016,6004,0.158927254988,0.028060186359,14400,14400,200,6,10,0.061325590014,0.006076627949,86486,318,437,27833,0.048833888983,0.00040730658,72000,72000,500,1000,30,75020,70020,40000,66048,72060,12036,48036,72096,36024,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1,1.1,1.2,1.3,1.4,1.5,702228,0.47475527332,0.000149884285,0.050563863554,0.422749136974,684460,0.000071568704,0.06818371547
